,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
4010,Addis Ababa Central,PM2.5 - Principal,2018-07-09 12:00:00,2018,7,9,12,35.7,101,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
4011,Addis Ababa Central,PM2.5 - Principal,2018-07-09 13:00:00,2018,7,9,13,36.3,103,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
4012,Addis Ababa Central,PM2.5 - Principal,2018-07-09 14:00:00,2018,7,9,14,40.1,112,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
4013,Addis Ababa Central,PM2.5 - Principal,2018-07-09 15:00:00,2018,7,9,15,40.5,113,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4014,Addis Ababa Central,PM2.5 - Principal,2018-07-09 16:00:00,2018,7,9,16,51.8,141,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
4015,Addis Ababa Central,PM2.5 - Principal,2018-07-09 17:00:00,2018,7,9,17,49.4,135,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
4016,Addis Ababa Central,PM2.5 - Principal,2018-07-09 18:00:00,2018,7,9,18,55.7,151,Unhealthy,62.0,UG/M3,1 Hr,Valid
4017,Addis Ababa Central,PM2.5 - Principal,2018-07-09 19:00:00,2018,7,9,19,49.8,136,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
4018,Addis Ababa Central,PM2.5 - Principal,2018-07-09 20:00:00,2018,7,9,20,61.4,154,Unhealthy,73.0,UG/M3,1 Hr,Valid
4019,Addis Ababa Central,PM2.5 - Principal,2018-07-09 21:00:00,2018,7,9,21,71.2,159,Unhealthy,81.0,UG/M3,1 Hr,Valid
4020,Addis Ababa Central,PM2.5 - Principal,2018-07-09 22:00:00,2018,7,9,22,65.1,156,Unhealthy,59.0,UG/M3,1 Hr,Valid
4021,Addis Ababa Central,PM2.5 - Principal,2018-07-09 23:00:00,2018,7,9,23,54.0,147,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
4022,Addis Ababa Central,PM2.5 - Principal,2018-07-10 00:00:00,2018,7,10,0,47.5,131,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4023,Addis Ababa Central,PM2.5 - Principal,2018-07-10 01:00:00,2018,7,10,1,39.7,111,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
4024,Addis Ababa Central,PM2.5 - Principal,2018-07-10 02:00:00,2018,7,10,2,38.8,109,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
4025,Addis Ababa Central,PM2.5 - Principal,2018-07-10 03:00:00,2018,7,10,3,29.9,88,Moderate,21.0,UG/M3,1 Hr,Valid
4026,Addis Ababa Central,PM2.5 - Principal,2018-07-10 04:00:00,2018,7,10,4,21.9,72,Moderate,14.0,UG/M3,1 Hr,Valid
4027,Addis Ababa Central,PM2.5 - Principal,2018-07-10 05:00:00,2018,7,10,5,18.9,65,Moderate,16.0,UG/M3,1 Hr,Valid
4028,Addis Ababa Central,PM2.5 - Principal,2018-07-10 06:00:00,2018,7,10,6,19.9,67,Moderate,21.0,UG/M3,1 Hr,Valid
4029,Addis Ababa Central,PM2.5 - Principal,2018-07-10 07:00:00,2018,7,10,7,25.4,79,Moderate,31.0,UG/M3,1 Hr,Valid
4030,Addis Ababa Central,PM2.5 - Principal,2018-07-10 08:00:00,2018,7,10,8,30.2,89,Moderate,35.0,UG/M3,1 Hr,Valid
4031,Addis Ababa Central,PM2.5 - Principal,2018-07-10 09:00:00,2018,7,10,9,43.6,121,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
4032,Addis Ababa Central,PM2.5 - Principal,2018-07-10 10:00:00,2018,7,10,10,49.3,135,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
4033,Addis Ababa Central,PM2.5 - Principal,2018-07-10 11:00:00,2018,7,10,11,58.6,153,Unhealthy,68.0,UG/M3,1 Hr,Valid
4034,Addis Ababa Central,PM2.5 - Principal,2018-07-10 12:00:00,2018,7,10,12,49.8,136,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4035,Addis Ababa Central,PM2.5 - Principal,2018-07-10 13:00:00,2018,7,10,13,46.9,129,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
4036,Addis Ababa Central,PM2.5 - Principal,2018-07-10 14:00:00,2018,7,10,14,41.4,116,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
4037,Addis Ababa Central,PM2.5 - Principal,2018-07-10 15:00:00,2018,7,10,15,35.2,100,Moderate,29.0,UG/M3,1 Hr,Valid
4038,Addis Ababa Central,PM2.5 - Principal,2018-07-10 16:00:00,2018,7,10,16,35.1,99,Moderate,35.0,UG/M3,1 Hr,Valid
4039,Addis Ababa Central,PM2.5 - Principal,2018-07-10 17:00:00,2018,7,10,17,34.5,98,Moderate,34.0,UG/M3,1 Hr,Valid
4040,Addis Ababa Central,PM2.5 - Principal,2018-07-10 18:00:00,2018,7,10,18,36.7,104,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
4041,Addis Ababa Central,PM2.5 - Principal,2018-07-10 19:00:00,2018,7,10,19,46.8,129,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
4042,Addis Ababa Central,PM2.5 - Principal,2018-07-10 20:00:00,2018,7,10,20,47.4,130,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
4043,Addis Ababa Central,PM2.5 - Principal,2018-07-10 21:00:00,2018,7,10,21,50.7,138,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
4044,Addis Ababa Central,PM2.5 - Principal,2018-07-10 22:00:00,2018,7,10,22,54.8,149,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
4045,Addis Ababa Central,PM2.5 - Principal,2018-07-10 23:00:00,2018,7,10,23,48.4,133,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
4046,Addis Ababa Central,PM2.5 - Principal,2018-07-11 00:00:00,2018,7,11,0,43.2,120,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
4047,Addis Ababa Central,PM2.5 - Principal,2018-07-11 01:00:00,2018,7,11,1,36.6,104,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
4048,Addis Ababa Central,PM2.5 - Principal,2018-07-11 02:00:00,2018,7,11,2,27.3,83,Moderate,18.0,UG/M3,1 Hr,Valid
4049,Addis Ababa Central,PM2.5 - Principal,2018-07-11 03:00:00,2018,7,11,3,21.6,71,Moderate,16.0,UG/M3,1 Hr,Valid
4050,Addis Ababa Central,PM2.5 - Principal,2018-07-11 04:00:00,2018,7,11,4,16.3,60,Moderate,11.0,UG/M3,1 Hr,Valid
4051,Addis Ababa Central,PM2.5 - Principal,2018-07-11 05:00:00,2018,7,11,5,11.1,46,Good,6.0,UG/M3,1 Hr,Valid
4052,Addis Ababa Central,PM2.5 - Principal,2018-07-11 06:00:00,2018,7,11,6,8.0,33,Good,5.0,UG/M3,1 Hr,Valid
4053,Addis Ababa Central,PM2.5 - Principal,2018-07-11 07:00:00,2018,7,11,7,8.0,33,Good,8.0,UG/M3,1 Hr,Valid
4054,Addis Ababa Central,PM2.5 - Principal,2018-07-11 08:00:00,2018,7,11,8,13.0,53,Moderate,18.0,UG/M3,1 Hr,Valid
4055,Addis Ababa Central,PM2.5 - Principal,2018-07-11 09:00:00,2018,7,11,9,37.5,106,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
4056,Addis Ababa Central,PM2.5 - Principal,2018-07-11 10:00:00,2018,7,11,10,65.2,156,Unhealthy,93.0,UG/M3,1 Hr,Valid
4057,Addis Ababa Central,PM2.5 - Principal,2018-07-11 11:00:00,2018,7,11,11,55.1,149,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
4058,Addis Ababa Central,PM2.5 - Principal,2018-07-11 12:00:00,2018,7,11,12,51.5,140,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
4059,Addis Ababa Central,PM2.5 - Principal,2018-07-11 13:00:00,2018,7,11,13,54.2,147,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
4060,Addis Ababa Central,PM2.5 - Principal,2018-07-11 14:00:00,2018,7,11,14,45.6,126,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
4061,Addis Ababa Central,PM2.5 - Principal,2018-07-11 15:00:00,2018,7,11,15,36.8,104,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
4062,Addis Ababa Central,PM2.5 - Principal,2018-07-11 16:00:00,2018,7,11,16,32.4,94,Moderate,28.0,UG/M3,1 Hr,Valid
4063,Addis Ababa Central,PM2.5 - Principal,2018-07-11 17:00:00,2018,7,11,17,44.2,122,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
4064,Addis Ababa Central,PM2.5 - Principal,2018-07-11 18:00:00,2018,7,11,18,61.6,154,Unhealthy,79.0,UG/M3,1 Hr,Valid
4065,Addis Ababa Central,PM2.5 - Principal,2018-07-11 19:00:00,2018,7,11,19,84.3,166,Unhealthy,107.0,UG/M3,1 Hr,Valid
4066,Addis Ababa Central,PM2.5 - Principal,2018-07-11 20:00:00,2018,7,11,20,68.6,158,Unhealthy,53.0,UG/M3,1 Hr,Valid
4067,Addis Ababa Central,PM2.5 - Principal,2018-07-11 21:00:00,2018,7,11,21,52.3,142,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
4068,Addis Ababa Central,PM2.5 - Principal,2018-07-11 22:00:00,2018,7,11,22,43.6,121,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
4069,Addis Ababa Central,PM2.5 - Principal,2018-07-11 23:00:00,2018,7,11,23,34.3,98,Moderate,25.0,UG/M3,1 Hr,Valid
4070,Addis Ababa Central,PM2.5 - Principal,2018-07-12 00:00:00,2018,7,12,0,28.1,85,Moderate,22.0,UG/M3,1 Hr,Valid
4071,Addis Ababa Central,PM2.5 - Principal,2018-07-12 01:00:00,2018,7,12,1,27.5,83,Moderate,27.0,UG/M3,1 Hr,Valid
4072,Addis Ababa Central,PM2.5 - Principal,2018-07-12 02:00:00,2018,7,12,2,34.2,97,Moderate,41.0,UG/M3,1 Hr,Valid
4073,Addis Ababa Central,PM2.5 - Principal,2018-07-12 03:00:00,2018,7,12,3,36.6,104,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
4074,Addis Ababa Central,PM2.5 - Principal,2018-07-12 04:00:00,2018,7,12,4,31.8,92,Moderate,27.0,UG/M3,1 Hr,Valid
4075,Addis Ababa Central,PM2.5 - Principal,2018-07-12 05:00:00,2018,7,12,5,25.9,80,Moderate,20.0,UG/M3,1 Hr,Valid
4076,Addis Ababa Central,PM2.5 - Principal,2018-07-12 06:00:00,2018,7,12,6,23.9,76,Moderate,22.0,UG/M3,1 Hr,Valid
4077,Addis Ababa Central,PM2.5 - Principal,2018-07-12 07:00:00,2018,7,12,7,25.9,80,Moderate,28.0,UG/M3,1 Hr,Valid
4078,Addis Ababa Central,PM2.5 - Principal,2018-07-12 08:00:00,2018,7,12,8,33.4,96,Moderate,41.0,UG/M3,1 Hr,Valid
4079,Addis Ababa Central,PM2.5 - Principal,2018-07-12 09:00:00,2018,7,12,9,29.7,88,Moderate,26.0,UG/M3,1 Hr,Valid
4080,Addis Ababa Central,PM2.5 - Principal,2018-07-12 10:00:00,2018,7,12,10,26.8,82,Moderate,24.0,UG/M3,1 Hr,Valid
4081,Addis Ababa Central,PM2.5 - Principal,2018-07-12 11:00:00,2018,7,12,11,32.9,95,Moderate,39.0,UG/M3,1 Hr,Valid
4082,Addis Ababa Central,PM2.5 - Principal,2018-07-12 12:00:00,2018,7,12,12,32.9,95,Moderate,33.0,UG/M3,1 Hr,Valid
4083,Addis Ababa Central,PM2.5 - Principal,2018-07-12 13:00:00,2018,7,12,13,38.4,108,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
4084,Addis Ababa Central,PM2.5 - Principal,2018-07-12 14:00:00,2018,7,12,14,35.2,100,Moderate,32.0,UG/M3,1 Hr,Valid
4085,Addis Ababa Central,PM2.5 - Principal,2018-07-12 15:00:00,2018,7,12,15,35.6,101,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
4086,Addis Ababa Central,PM2.5 - Principal,2018-07-12 16:00:00,2018,7,12,16,32.8,95,Moderate,30.0,UG/M3,1 Hr,Valid
4087,Addis Ababa Central,PM2.5 - Principal,2018-07-12 17:00:00,2018,7,12,17,32.4,94,Moderate,32.0,UG/M3,1 Hr,Valid
4088,Addis Ababa Central,PM2.5 - Principal,2018-07-12 18:00:00,2018,7,12,18,45.7,126,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
4089,Addis Ababa Central,PM2.5 - Principal,2018-07-12 19:00:00,2018,7,12,19,56.8,152,Unhealthy,68.0,UG/M3,1 Hr,Valid
4090,Addis Ababa Central,PM2.5 - Principal,2018-07-12 20:00:00,2018,7,12,20,62.9,155,Unhealthy,69.0,UG/M3,1 Hr,Valid
4091,Addis Ababa Central,PM2.5 - Principal,2018-07-12 21:00:00,2018,7,12,21,56.9,152,Unhealthy,51.0,UG/M3,1 Hr,Valid
4092,Addis Ababa Central,PM2.5 - Principal,2018-07-12 22:00:00,2018,7,12,22,48.9,134,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4093,Addis Ababa Central,PM2.5 - Principal,2018-07-12 23:00:00,2018,7,12,23,43.9,122,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
4094,Addis Ababa Central,PM2.5 - Principal,2018-07-13 00:00:00,2018,7,13,0,36.9,104,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
4095,Addis Ababa Central,PM2.5 - Principal,2018-07-13 01:00:00,2018,7,13,1,32.9,95,Moderate,29.0,UG/M3,1 Hr,Valid
4096,Addis Ababa Central,PM2.5 - Principal,2018-07-13 02:00:00,2018,7,13,2,28.9,86,Moderate,25.0,UG/M3,1 Hr,Valid
4097,Addis Ababa Central,PM2.5 - Principal,2018-07-13 03:00:00,2018,7,13,3,24.9,78,Moderate,21.0,UG/M3,1 Hr,Valid
4098,Addis Ababa Central,PM2.5 - Principal,2018-07-13 04:00:00,2018,7,13,4,23.9,76,Moderate,23.0,UG/M3,1 Hr,Valid
4099,Addis Ababa Central,PM2.5 - Principal,2018-07-13 05:00:00,2018,7,13,5,23.9,76,Moderate,24.0,UG/M3,1 Hr,Valid
4100,Addis Ababa Central,PM2.5 - Principal,2018-07-13 06:00:00,2018,7,13,6,18.9,65,Moderate,14.0,UG/M3,1 Hr,Valid
4101,Addis Ababa Central,PM2.5 - Principal,2018-07-13 07:00:00,2018,7,13,7,16.4,60,Moderate,14.0,UG/M3,1 Hr,Valid
4102,Addis Ababa Central,PM2.5 - Principal,2018-07-13 08:00:00,2018,7,13,8,12.7,52,Moderate,9.0,UG/M3,1 Hr,Valid
4103,Addis Ababa Central,PM2.5 - Principal,2018-07-13 09:00:00,2018,7,13,9,17.8,63,Moderate,23.0,UG/M3,1 Hr,Valid
4105,Addis Ababa Central,PM2.5 - Principal,2018-07-13 11:00:00,2018,7,13,11,24.6,77,Moderate,28.0,UG/M3,1 Hr,Valid
4106,Addis Ababa Central,PM2.5 - Principal,2018-07-13 12:00:00,2018,7,13,12,36.8,104,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
4107,Addis Ababa Central,PM2.5 - Principal,2018-07-13 13:00:00,2018,7,13,13,48.6,133,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
4108,Addis Ababa Central,PM2.5 - Principal,2018-07-13 14:00:00,2018,7,13,14,55.5,151,Unhealthy,62.0,UG/M3,1 Hr,Valid
4109,Addis Ababa Central,PM2.5 - Principal,2018-07-13 15:00:00,2018,7,13,15,56.2,151,Unhealthy,57.0,UG/M3,1 Hr,Valid
4110,Addis Ababa Central,PM2.5 - Principal,2018-07-13 16:00:00,2018,7,13,16,54.1,147,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
4111,Addis Ababa Central,PM2.5 - Principal,2018-07-13 17:00:00,2018,7,13,17,52.5,143,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
4112,Addis Ababa Central,PM2.5 - Principal,2018-07-13 18:00:00,2018,7,13,18,40.2,113,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
4113,Addis Ababa Central,PM2.5 - Principal,2018-07-13 19:00:00,2018,7,13,19,36.6,104,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
4114,Addis Ababa Central,PM2.5 - Principal,2018-07-13 20:00:00,2018,7,13,20,33.8,97,Moderate,31.0,UG/M3,1 Hr,Valid
4115,Addis Ababa Central,PM2.5 - Principal,2018-07-13 21:00:00,2018,7,13,21,49.4,135,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid
4116,Addis Ababa Central,PM2.5 - Principal,2018-07-13 22:00:00,2018,7,13,22,44.7,124,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
4117,Addis Ababa Central,PM2.5 - Principal,2018-07-13 23:00:00,2018,7,13,23,43.3,120,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
4118,Addis Ababa Central,PM2.5 - Principal,2018-07-14 00:00:00,2018,7,14,0,41.1,115,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
4119,Addis Ababa Central,PM2.5 - Principal,2018-07-14 01:00:00,2018,7,14,1,38.0,107,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
4120,Addis Ababa Central,PM2.5 - Principal,2018-07-14 02:00:00,2018,7,14,2,33.0,95,Moderate,28.0,UG/M3,1 Hr,Valid
4121,Addis Ababa Central,PM2.5 - Principal,2018-07-14 03:00:00,2018,7,14,3,26.5,81,Moderate,20.0,UG/M3,1 Hr,Valid
4122,Addis Ababa Central,PM2.5 - Principal,2018-07-14 04:00:00,2018,7,14,4,24.2,76,Moderate,22.0,UG/M3,1 Hr,Valid
4123,Addis Ababa Central,PM2.5 - Principal,2018-07-14 05:00:00,2018,7,14,5,24.6,77,Moderate,25.0,UG/M3,1 Hr,Valid
4124,Addis Ababa Central,PM2.5 - Principal,2018-07-14 06:00:00,2018,7,14,6,23.8,76,Moderate,23.0,UG/M3,1 Hr,Valid
4125,Addis Ababa Central,PM2.5 - Principal,2018-07-14 07:00:00,2018,7,14,7,28.9,86,Moderate,34.0,UG/M3,1 Hr,Valid
4126,Addis Ababa Central,PM2.5 - Principal,2018-07-14 08:00:00,2018,7,14,8,39.4,111,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
4127,Addis Ababa Central,PM2.5 - Principal,2018-07-14 09:00:00,2018,7,14,9,45.7,126,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
4128,Addis Ababa Central,PM2.5 - Principal,2018-07-14 10:00:00,2018,7,14,10,38.3,108,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
4129,Addis Ababa Central,PM2.5 - Principal,2018-07-14 11:00:00,2018,7,14,11,37.1,105,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
4130,Addis Ababa Central,PM2.5 - Principal,2018-07-14 12:00:00,2018,7,14,12,39.0,110,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4131,Addis Ababa Central,PM2.5 - Principal,2018-07-14 13:00:00,2018,7,14,13,44.0,122,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
4132,Addis Ababa Central,PM2.5 - Principal,2018-07-14 14:00:00,2018,7,14,14,49.5,135,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
4133,Addis Ababa Central,PM2.5 - Principal,2018-07-14 15:00:00,2018,7,14,15,53.2,145,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
4134,Addis Ababa Central,PM2.5 - Principal,2018-07-14 16:00:00,2018,7,14,16,68.6,158,Unhealthy,84.0,UG/M3,1 Hr,Valid
4135,Addis Ababa Central,PM2.5 - Principal,2018-07-14 17:00:00,2018,7,14,17,71.8,159,Unhealthy,75.0,UG/M3,1 Hr,Valid
4136,Addis Ababa Central,PM2.5 - Principal,2018-07-14 18:00:00,2018,7,14,18,60.4,154,Unhealthy,49.0,UG/M3,1 Hr,Valid
4137,Addis Ababa Central,PM2.5 - Principal,2018-07-14 19:00:00,2018,7,14,19,50.2,137,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
4138,Addis Ababa Central,PM2.5 - Principal,2018-07-14 20:00:00,2018,7,14,20,42.1,117,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
4139,Addis Ababa Central,PM2.5 - Principal,2018-07-14 21:00:00,2018,7,14,21,34.5,98,Moderate,27.0,UG/M3,1 Hr,Valid
4140,Addis Ababa Central,PM2.5 - Principal,2018-07-14 22:00:00,2018,7,14,22,52.2,142,Unhealthy for Sensitive Groups,70.0,UG/M3,1 Hr,Valid
4141,Addis Ababa Central,PM2.5 - Principal,2018-07-14 23:00:00,2018,7,14,23,45.1,125,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
4142,Addis Ababa Central,PM2.5 - Principal,2018-07-15 00:00:00,2018,7,15,0,44.5,123,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
4143,Addis Ababa Central,PM2.5 - Principal,2018-07-15 01:00:00,2018,7,15,1,32.7,94,Moderate,21.0,UG/M3,1 Hr,Valid
4144,Addis Ababa Central,PM2.5 - Principal,2018-07-15 02:00:00,2018,7,15,2,29.3,87,Moderate,26.0,UG/M3,1 Hr,Valid
4145,Addis Ababa Central,PM2.5 - Principal,2018-07-15 03:00:00,2018,7,15,3,26.6,81,Moderate,24.0,UG/M3,1 Hr,Valid
4146,Addis Ababa Central,PM2.5 - Principal,2018-07-15 04:00:00,2018,7,15,4,24.8,78,Moderate,23.0,UG/M3,1 Hr,Valid
4147,Addis Ababa Central,PM2.5 - Principal,2018-07-15 05:00:00,2018,7,15,5,23.4,75,Moderate,22.0,UG/M3,1 Hr,Valid
4148,Addis Ababa Central,PM2.5 - Principal,2018-07-15 06:00:00,2018,7,15,6,25.2,79,Moderate,27.0,UG/M3,1 Hr,Valid
4149,Addis Ababa Central,PM2.5 - Principal,2018-07-15 07:00:00,2018,7,15,7,29.6,88,Moderate,34.0,UG/M3,1 Hr,Valid
4150,Addis Ababa Central,PM2.5 - Principal,2018-07-15 08:00:00,2018,7,15,8,45.3,125,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid
4151,Addis Ababa Central,PM2.5 - Principal,2018-07-15 09:00:00,2018,7,15,9,50.6,138,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
4152,Addis Ababa Central,PM2.5 - Principal,2018-07-15 10:00:00,2018,7,15,10,53.8,146,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
4153,Addis Ababa Central,PM2.5 - Principal,2018-07-15 11:00:00,2018,7,15,11,47.9,132,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
4154,Addis Ababa Central,PM2.5 - Principal,2018-07-15 12:00:00,2018,7,15,12,44.9,124,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
4155,Addis Ababa Central,PM2.5 - Principal,2018-07-15 13:00:00,2018,7,15,13,42.4,118,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
4156,Addis Ababa Central,PM2.5 - Principal,2018-07-15 14:00:00,2018,7,15,14,37.2,105,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
4157,Addis Ababa Central,PM2.5 - Principal,2018-07-15 15:00:00,2018,7,15,15,37.6,106,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
4158,Addis Ababa Central,PM2.5 - Principal,2018-07-15 16:00:00,2018,7,15,16,37.8,107,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
4159,Addis Ababa Central,PM2.5 - Principal,2018-07-15 17:00:00,2018,7,15,17,39.9,112,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
4160,Addis Ababa Central,PM2.5 - Principal,2018-07-15 18:00:00,2018,7,15,18,38.4,108,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
4161,Addis Ababa Central,PM2.5 - Principal,2018-07-15 19:00:00,2018,7,15,19,40.6,114,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
4162,Addis Ababa Central,PM2.5 - Principal,2018-07-15 20:00:00,2018,7,15,20,37.6,106,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
4163,Addis Ababa Central,PM2.5 - Principal,2018-07-15 21:00:00,2018,7,15,21,40.4,113,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
4164,Addis Ababa Central,PM2.5 - Principal,2018-07-15 22:00:00,2018,7,15,22,42.2,117,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
4165,Addis Ababa Central,PM2.5 - Principal,2018-07-15 23:00:00,2018,7,15,23,39.8,112,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
4166,Addis Ababa Central,PM2.5 - Principal,2018-07-16 00:00:00,2018,7,16,0,35.6,101,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
4167,Addis Ababa Central,PM2.5 - Principal,2018-07-16 01:00:00,2018,7,16,1,33.4,96,Moderate,30.0,UG/M3,1 Hr,Valid
4168,Addis Ababa Central,PM2.5 - Principal,2018-07-16 02:00:00,2018,7,16,2,28.1,85,Moderate,24.0,UG/M3,1 Hr,Valid
4169,Addis Ababa Central,PM2.5 - Principal,2018-07-16 03:00:00,2018,7,16,3,27.1,83,Moderate,26.0,UG/M3,1 Hr,Valid
4170,Addis Ababa Central,PM2.5 - Principal,2018-07-16 04:00:00,2018,7,16,4,27.5,83,Moderate,28.0,UG/M3,1 Hr,Valid
4171,Addis Ababa Central,PM2.5 - Principal,2018-07-16 05:00:00,2018,7,16,5,27.2,83,Moderate,27.0,UG/M3,1 Hr,Valid
4172,Addis Ababa Central,PM2.5 - Principal,2018-07-16 06:00:00,2018,7,16,6,29.5,88,Moderate,32.0,UG/M3,1 Hr,Valid
4173,Addis Ababa Central,PM2.5 - Principal,2018-07-16 07:00:00,2018,7,16,7,35.6,101,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
4174,Addis Ababa Central,PM2.5 - Principal,2018-07-16 08:00:00,2018,7,16,8,37.7,106,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
4175,Addis Ababa Central,PM2.5 - Principal,2018-07-16 09:00:00,2018,7,16,9,41.8,117,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
4176,Addis Ababa Central,PM2.5 - Principal,2018-07-16 10:00:00,2018,7,16,10,44.3,123,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
4177,Addis Ababa Central,PM2.5 - Principal,2018-07-16 11:00:00,2018,7,16,11,46.2,127,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
4178,Addis Ababa Central,PM2.5 - Principal,2018-07-16 12:00:00,2018,7,16,12,46.1,127,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
