,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
5991,Addis Ababa Central,PM2.5 - Principal,2018-10-04 13:00:00,2018,10,4,13,7.1,30,Good,4.0,UG/M3,1 Hr,Valid
5992,Addis Ababa Central,PM2.5 - Principal,2018-10-04 14:00:00,2018,10,4,14,6.0,25,Good,5.0,UG/M3,1 Hr,Valid
5993,Addis Ababa Central,PM2.5 - Principal,2018-10-04 15:00:00,2018,10,4,15,5.5,23,Good,5.0,UG/M3,1 Hr,Valid
5994,Addis Ababa Central,PM2.5 - Principal,2018-10-04 16:00:00,2018,10,4,16,5.2,22,Good,5.0,UG/M3,1 Hr,Valid
5995,Addis Ababa Central,PM2.5 - Principal,2018-10-04 17:00:00,2018,10,4,17,5.1,21,Good,5.0,UG/M3,1 Hr,Valid
5996,Addis Ababa Central,PM2.5 - Principal,2018-10-04 18:00:00,2018,10,4,18,6.5,27,Good,8.0,UG/M3,1 Hr,Valid
5997,Addis Ababa Central,PM2.5 - Principal,2018-10-04 19:00:00,2018,10,4,19,9.7,40,Good,13.0,UG/M3,1 Hr,Valid
5998,Addis Ababa Central,PM2.5 - Principal,2018-10-04 20:00:00,2018,10,4,20,13.3,54,Moderate,17.0,UG/M3,1 Hr,Valid
5999,Addis Ababa Central,PM2.5 - Principal,2018-10-04 21:00:00,2018,10,4,21,15.1,57,Moderate,17.0,UG/M3,1 Hr,Valid
6000,Addis Ababa Central,PM2.5 - Principal,2018-10-04 22:00:00,2018,10,4,22,23.0,74,Moderate,31.0,UG/M3,1 Hr,Valid
6001,Addis Ababa Central,PM2.5 - Principal,2018-10-04 23:00:00,2018,10,4,23,17.0,61,Moderate,11.0,UG/M3,1 Hr,Valid
6002,Addis Ababa Central,PM2.5 - Principal,2018-10-05 00:00:00,2018,10,5,0,12.0,50,Good,7.0,UG/M3,1 Hr,Valid
6003,Addis Ababa Central,PM2.5 - Principal,2018-10-05 01:00:00,2018,10,5,1,13.0,53,Moderate,14.0,UG/M3,1 Hr,Valid
6004,Addis Ababa Central,PM2.5 - Principal,2018-10-05 02:00:00,2018,10,5,2,13.0,53,Moderate,13.0,UG/M3,1 Hr,Valid
6005,Addis Ababa Central,PM2.5 - Principal,2018-10-05 03:00:00,2018,10,5,3,12.5,52,Moderate,12.0,UG/M3,1 Hr,Valid
6006,Addis Ababa Central,PM2.5 - Principal,2018-10-05 04:00:00,2018,10,5,4,11.7,49,Good,11.0,UG/M3,1 Hr,Valid
6007,Addis Ababa Central,PM2.5 - Principal,2018-10-05 05:00:00,2018,10,5,5,10.8,45,Good,10.0,UG/M3,1 Hr,Valid
6008,Addis Ababa Central,PM2.5 - Principal,2018-10-05 06:00:00,2018,10,5,6,13.9,55,Moderate,17.0,UG/M3,1 Hr,Valid
6009,Addis Ababa Central,PM2.5 - Principal,2018-10-05 07:00:00,2018,10,5,7,22.9,74,Moderate,32.0,UG/M3,1 Hr,Valid
6010,Addis Ababa Central,PM2.5 - Principal,2018-10-05 08:00:00,2018,10,5,8,27.4,83,Moderate,32.0,UG/M3,1 Hr,Valid
6011,Addis Ababa Central,PM2.5 - Principal,2018-10-05 09:00:00,2018,10,5,9,16.2,60,Moderate,5.0,UG/M3,1 Hr,Valid
6012,Addis Ababa Central,PM2.5 - Principal,2018-10-05 10:00:00,2018,10,5,10,12.6,52,Moderate,9.0,UG/M3,1 Hr,Valid
6013,Addis Ababa Central,PM2.5 - Principal,2018-10-05 11:00:00,2018,10,5,11,10.3,43,Good,8.0,UG/M3,1 Hr,Valid
6014,Addis Ababa Central,PM2.5 - Principal,2018-10-05 12:00:00,2018,10,5,12,10.1,42,Good,10.0,UG/M3,1 Hr,Valid
6015,Addis Ababa Central,PM2.5 - Principal,2018-10-05 13:00:00,2018,10,5,13,11.0,46,Good,12.0,UG/M3,1 Hr,Valid
6016,Addis Ababa Central,PM2.5 - Principal,2018-10-05 14:00:00,2018,10,5,14,10.5,44,Good,10.0,UG/M3,1 Hr,Valid
6017,Addis Ababa Central,PM2.5 - Principal,2018-10-05 15:00:00,2018,10,5,15,9.7,40,Good,9.0,UG/M3,1 Hr,Valid
6018,Addis Ababa Central,PM2.5 - Principal,2018-10-05 16:00:00,2018,10,5,16,10.3,43,Good,11.0,UG/M3,1 Hr,Valid
6019,Addis Ababa Central,PM2.5 - Principal,2018-10-05 17:00:00,2018,10,5,17,12.1,51,Moderate,14.0,UG/M3,1 Hr,Valid
6020,Addis Ababa Central,PM2.5 - Principal,2018-10-05 18:00:00,2018,10,5,18,12.0,50,Good,12.0,UG/M3,1 Hr,Valid
6021,Addis Ababa Central,PM2.5 - Principal,2018-10-05 19:00:00,2018,10,5,19,14.5,56,Moderate,17.0,UG/M3,1 Hr,Valid
6022,Addis Ababa Central,PM2.5 - Principal,2018-10-05 20:00:00,2018,10,5,20,16.2,60,Moderate,18.0,UG/M3,1 Hr,Valid
6023,Addis Ababa Central,PM2.5 - Principal,2018-10-05 21:00:00,2018,10,5,21,13.1,53,Moderate,10.0,UG/M3,1 Hr,Valid
6024,Addis Ababa Central,PM2.5 - Principal,2018-10-05 22:00:00,2018,10,5,22,12.5,52,Moderate,12.0,UG/M3,1 Hr,Valid
6025,Addis Ababa Central,PM2.5 - Principal,2018-10-05 23:00:00,2018,10,5,23,10.7,45,Good,9.0,UG/M3,1 Hr,Valid
6026,Addis Ababa Central,PM2.5 - Principal,2018-10-06 00:00:00,2018,10,6,0,9.8,41,Good,9.0,UG/M3,1 Hr,Valid
6027,Addis Ababa Central,PM2.5 - Principal,2018-10-06 01:00:00,2018,10,6,1,8.4,35,Good,7.0,UG/M3,1 Hr,Valid
6028,Addis Ababa Central,PM2.5 - Principal,2018-10-06 02:00:00,2018,10,6,2,8.2,34,Good,8.0,UG/M3,1 Hr,Valid
6029,Addis Ababa Central,PM2.5 - Principal,2018-10-06 03:00:00,2018,10,6,3,9.1,38,Good,10.0,UG/M3,1 Hr,Valid
6030,Addis Ababa Central,PM2.5 - Principal,2018-10-06 04:00:00,2018,10,6,4,10.0,42,Good,11.0,UG/M3,1 Hr,Valid
6031,Addis Ababa Central,PM2.5 - Principal,2018-10-06 05:00:00,2018,10,6,5,8.5,35,Good,7.0,UG/M3,1 Hr,Valid
6032,Addis Ababa Central,PM2.5 - Principal,2018-10-06 06:00:00,2018,10,6,6,14.2,55,Moderate,20.0,UG/M3,1 Hr,Valid
6033,Addis Ababa Central,PM2.5 - Principal,2018-10-06 07:00:00,2018,10,6,7,27.1,83,Moderate,40.0,UG/M3,1 Hr,Valid
6034,Addis Ababa Central,PM2.5 - Principal,2018-10-06 08:00:00,2018,10,6,8,33.5,96,Moderate,40.0,UG/M3,1 Hr,Valid
6035,Addis Ababa Central,PM2.5 - Principal,2018-10-06 09:00:00,2018,10,6,9,24.7,77,Moderate,16.0,UG/M3,1 Hr,Valid
6036,Addis Ababa Central,PM2.5 - Principal,2018-10-06 10:00:00,2018,10,6,10,18.3,64,Moderate,12.0,UG/M3,1 Hr,Valid
6037,Addis Ababa Central,PM2.5 - Principal,2018-10-06 11:00:00,2018,10,6,11,15.6,58,Moderate,13.0,UG/M3,1 Hr,Valid
6038,Addis Ababa Central,PM2.5 - Principal,2018-10-06 12:00:00,2018,10,6,12,13.8,55,Moderate,12.0,UG/M3,1 Hr,Valid
6039,Addis Ababa Central,PM2.5 - Principal,2018-10-06 13:00:00,2018,10,6,13,11.9,50,Good,10.0,UG/M3,1 Hr,Valid
6040,Addis Ababa Central,PM2.5 - Principal,2018-10-06 14:00:00,2018,10,6,14,11.9,50,Good,12.0,UG/M3,1 Hr,Valid
6041,Addis Ababa Central,PM2.5 - Principal,2018-10-06 15:00:00,2018,10,6,15,10.9,45,Good,10.0,UG/M3,1 Hr,Valid
6042,Addis Ababa Central,PM2.5 - Principal,2018-10-06 16:00:00,2018,10,6,16,11.4,48,Good,12.0,UG/M3,1 Hr,Valid
6043,Addis Ababa Central,PM2.5 - Principal,2018-10-06 17:00:00,2018,10,6,17,11.7,49,Good,12.0,UG/M3,1 Hr,Valid
6044,Addis Ababa Central,PM2.5 - Principal,2018-10-06 18:00:00,2018,10,6,18,12.8,52,Moderate,14.0,UG/M3,1 Hr,Valid
6045,Addis Ababa Central,PM2.5 - Principal,2018-10-06 19:00:00,2018,10,6,19,14.9,57,Moderate,17.0,UG/M3,1 Hr,Valid
6046,Addis Ababa Central,PM2.5 - Principal,2018-10-06 20:00:00,2018,10,6,20,18.9,65,Moderate,23.0,UG/M3,1 Hr,Valid
6047,Addis Ababa Central,PM2.5 - Principal,2018-10-06 21:00:00,2018,10,6,21,18.4,64,Moderate,18.0,UG/M3,1 Hr,Valid
6048,Addis Ababa Central,PM2.5 - Principal,2018-10-06 22:00:00,2018,10,6,22,15.7,59,Moderate,13.0,UG/M3,1 Hr,Valid
6049,Addis Ababa Central,PM2.5 - Principal,2018-10-06 23:00:00,2018,10,6,23,14.3,56,Moderate,13.0,UG/M3,1 Hr,Valid
6050,Addis Ababa Central,PM2.5 - Principal,2018-10-07 00:00:00,2018,10,7,0,13.1,53,Moderate,12.0,UG/M3,1 Hr,Valid
6051,Addis Ababa Central,PM2.5 - Principal,2018-10-07 01:00:00,2018,10,7,1,12.0,50,Good,11.0,UG/M3,1 Hr,Valid
6052,Addis Ababa Central,PM2.5 - Principal,2018-10-07 02:00:00,2018,10,7,2,13.0,53,Moderate,14.0,UG/M3,1 Hr,Valid
6053,Addis Ababa Central,PM2.5 - Principal,2018-10-07 03:00:00,2018,10,7,3,13.5,54,Moderate,14.0,UG/M3,1 Hr,Valid
6054,Addis Ababa Central,PM2.5 - Principal,2018-10-07 04:00:00,2018,10,7,4,17.2,62,Moderate,21.0,UG/M3,1 Hr,Valid
6055,Addis Ababa Central,PM2.5 - Principal,2018-10-07 05:00:00,2018,10,7,5,14.1,55,Moderate,11.0,UG/M3,1 Hr,Valid
6056,Addis Ababa Central,PM2.5 - Principal,2018-10-07 06:00:00,2018,10,7,6,13.0,53,Moderate,12.0,UG/M3,1 Hr,Valid
6057,Addis Ababa Central,PM2.5 - Principal,2018-10-07 07:00:00,2018,10,7,7,19.5,67,Moderate,26.0,UG/M3,1 Hr,Valid
6058,Addis Ababa Central,PM2.5 - Principal,2018-10-07 08:00:00,2018,10,7,8,35.2,100,Moderate,51.0,UG/M3,1 Hr,Valid
6059,Addis Ababa Central,PM2.5 - Principal,2018-10-07 09:00:00,2018,10,7,9,33.1,95,Moderate,31.0,UG/M3,1 Hr,Valid
6060,Addis Ababa Central,PM2.5 - Principal,2018-10-07 10:00:00,2018,10,7,10,25.5,79,Moderate,18.0,UG/M3,1 Hr,Valid
6061,Addis Ababa Central,PM2.5 - Principal,2018-10-07 11:00:00,2018,10,7,11,20.7,69,Moderate,16.0,UG/M3,1 Hr,Valid
6062,Addis Ababa Central,PM2.5 - Principal,2018-10-07 12:00:00,2018,10,7,12,17.8,63,Moderate,15.0,UG/M3,1 Hr,Valid
6063,Addis Ababa Central,PM2.5 - Principal,2018-10-07 13:00:00,2018,10,7,13,16.9,61,Moderate,16.0,UG/M3,1 Hr,Valid
6064,Addis Ababa Central,PM2.5 - Principal,2018-10-07 14:00:00,2018,10,7,14,14.9,57,Moderate,13.0,UG/M3,1 Hr,Valid
6065,Addis Ababa Central,PM2.5 - Principal,2018-10-07 15:00:00,2018,10,7,15,12.4,52,Moderate,10.0,UG/M3,1 Hr,Valid
6066,Addis Ababa Central,PM2.5 - Principal,2018-10-07 16:00:00,2018,10,7,16,13.2,53,Moderate,14.0,UG/M3,1 Hr,Valid
6067,Addis Ababa Central,PM2.5 - Principal,2018-10-07 17:00:00,2018,10,7,17,12.1,51,Moderate,11.0,UG/M3,1 Hr,Valid
6068,Addis Ababa Central,PM2.5 - Principal,2018-10-07 18:00:00,2018,10,7,18,15.0,57,Moderate,18.0,UG/M3,1 Hr,Valid
6069,Addis Ababa Central,PM2.5 - Principal,2018-10-07 19:00:00,2018,10,7,19,17.5,62,Moderate,20.0,UG/M3,1 Hr,Valid
6070,Addis Ababa Central,PM2.5 - Principal,2018-10-07 20:00:00,2018,10,7,20,22.2,72,Moderate,27.0,UG/M3,1 Hr,Valid
6071,Addis Ababa Central,PM2.5 - Principal,2018-10-07 21:00:00,2018,10,7,21,22.1,72,Moderate,22.0,UG/M3,1 Hr,Valid
6072,Addis Ababa Central,PM2.5 - Principal,2018-10-07 22:00:00,2018,10,7,22,16.5,60,Moderate,11.0,UG/M3,1 Hr,Valid
6073,Addis Ababa Central,PM2.5 - Principal,2018-10-07 23:00:00,2018,10,7,23,19.2,66,Moderate,22.0,UG/M3,1 Hr,Valid
6074,Addis Ababa Central,PM2.5 - Principal,2018-10-08 00:00:00,2018,10,8,0,17.6,63,Moderate,16.0,UG/M3,1 Hr,Valid
6075,Addis Ababa Central,PM2.5 - Principal,2018-10-08 01:00:00,2018,10,8,1,15.3,58,Moderate,13.0,UG/M3,1 Hr,Valid
6076,Addis Ababa Central,PM2.5 - Principal,2018-10-08 02:00:00,2018,10,8,2,13.6,54,Moderate,12.0,UG/M3,1 Hr,Valid
6077,Addis Ababa Central,PM2.5 - Principal,2018-10-08 03:00:00,2018,10,8,3,14.3,56,Moderate,15.0,UG/M3,1 Hr,Valid
6078,Addis Ababa Central,PM2.5 - Principal,2018-10-08 04:00:00,2018,10,8,4,17.6,63,Moderate,21.0,UG/M3,1 Hr,Valid
6079,Addis Ababa Central,PM2.5 - Principal,2018-10-08 05:00:00,2018,10,8,5,20.3,68,Moderate,23.0,UG/M3,1 Hr,Valid
6080,Addis Ababa Central,PM2.5 - Principal,2018-10-08 06:00:00,2018,10,8,6,17.6,63,Moderate,15.0,UG/M3,1 Hr,Valid
6081,Addis Ababa Central,PM2.5 - Principal,2018-10-08 07:00:00,2018,10,8,7,18.8,65,Moderate,20.0,UG/M3,1 Hr,Valid
6082,Addis Ababa Central,PM2.5 - Principal,2018-10-08 08:00:00,2018,10,8,8,27.9,84,Moderate,37.0,UG/M3,1 Hr,Valid
6083,Addis Ababa Central,PM2.5 - Principal,2018-10-08 09:00:00,2018,10,8,9,29.4,87,Moderate,31.0,UG/M3,1 Hr,Valid
6084,Addis Ababa Central,PM2.5 - Principal,2018-10-08 10:00:00,2018,10,8,10,22.2,72,Moderate,15.0,UG/M3,1 Hr,Valid
6085,Addis Ababa Central,PM2.5 - Principal,2018-10-08 11:00:00,2018,10,8,11,18.6,65,Moderate,15.0,UG/M3,1 Hr,Valid
6086,Addis Ababa Central,PM2.5 - Principal,2018-10-08 12:00:00,2018,10,8,12,17.8,63,Moderate,17.0,UG/M3,1 Hr,Valid
6087,Addis Ababa Central,PM2.5 - Principal,2018-10-08 13:00:00,2018,10,8,13,17.4,62,Moderate,17.0,UG/M3,1 Hr,Valid
6088,Addis Ababa Central,PM2.5 - Principal,2018-10-08 14:00:00,2018,10,8,14,14.7,56,Moderate,12.0,UG/M3,1 Hr,Valid
6089,Addis Ababa Central,PM2.5 - Principal,2018-10-08 15:00:00,2018,10,8,15,12.8,52,Moderate,11.0,UG/M3,1 Hr,Valid
6090,Addis Ababa Central,PM2.5 - Principal,2018-10-08 16:00:00,2018,10,8,16,12.9,53,Moderate,13.0,UG/M3,1 Hr,Valid
6091,Addis Ababa Central,PM2.5 - Principal,2018-10-08 17:00:00,2018,10,8,17,15.4,58,Moderate,18.0,UG/M3,1 Hr,Valid
6092,Addis Ababa Central,PM2.5 - Principal,2018-10-08 18:00:00,2018,10,8,18,16.2,60,Moderate,17.0,UG/M3,1 Hr,Valid
6093,Addis Ababa Central,PM2.5 - Principal,2018-10-08 19:00:00,2018,10,8,19,18.1,64,Moderate,20.0,UG/M3,1 Hr,Valid
6094,Addis Ababa Central,PM2.5 - Principal,2018-10-08 20:00:00,2018,10,8,20,19.5,67,Moderate,21.0,UG/M3,1 Hr,Valid
6095,Addis Ababa Central,PM2.5 - Principal,2018-10-08 21:00:00,2018,10,8,21,16.8,61,Moderate,14.0,UG/M3,1 Hr,Valid
6096,Addis Ababa Central,PM2.5 - Principal,2018-10-08 22:00:00,2018,10,8,22,15.4,58,Moderate,14.0,UG/M3,1 Hr,Valid
6097,Addis Ababa Central,PM2.5 - Principal,2018-10-08 23:00:00,2018,10,8,23,12.6,52,Moderate,10.0,UG/M3,1 Hr,Valid
6098,Addis Ababa Central,PM2.5 - Principal,2018-10-09 00:00:00,2018,10,9,0,16.3,60,Moderate,20.0,UG/M3,1 Hr,Valid
6099,Addis Ababa Central,PM2.5 - Principal,2018-10-09 01:00:00,2018,10,9,1,16.6,60,Moderate,17.0,UG/M3,1 Hr,Valid
6100,Addis Ababa Central,PM2.5 - Principal,2018-10-09 02:00:00,2018,10,9,2,14.3,56,Moderate,12.0,UG/M3,1 Hr,Valid
6101,Addis Ababa Central,PM2.5 - Principal,2018-10-09 03:00:00,2018,10,9,3,12.6,52,Moderate,11.0,UG/M3,1 Hr,Valid
6102,Addis Ababa Central,PM2.5 - Principal,2018-10-09 04:00:00,2018,10,9,4,11.8,49,Good,11.0,UG/M3,1 Hr,Valid
6103,Addis Ababa Central,PM2.5 - Principal,2018-10-09 05:00:00,2018,10,9,5,14.4,56,Moderate,17.0,UG/M3,1 Hr,Valid
6104,Addis Ababa Central,PM2.5 - Principal,2018-10-09 06:00:00,2018,10,9,6,16.2,60,Moderate,18.0,UG/M3,1 Hr,Valid
6105,Addis Ababa Central,PM2.5 - Principal,2018-10-09 07:00:00,2018,10,9,7,23.1,74,Moderate,30.0,UG/M3,1 Hr,Valid
6106,Addis Ababa Central,PM2.5 - Principal,2018-10-09 08:00:00,2018,10,9,8,28.0,84,Moderate,33.0,UG/M3,1 Hr,Valid
6107,Addis Ababa Central,PM2.5 - Principal,2018-10-09 09:00:00,2018,10,9,9,35.5,101,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
6108,Addis Ababa Central,PM2.5 - Principal,2018-10-09 10:00:00,2018,10,9,10,37.7,106,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
6109,Addis Ababa Central,PM2.5 - Principal,2018-10-09 11:00:00,2018,10,9,11,27.8,84,Moderate,18.0,UG/M3,1 Hr,Valid
6110,Addis Ababa Central,PM2.5 - Principal,2018-10-09 12:00:00,2018,10,9,12,20.9,70,Moderate,14.0,UG/M3,1 Hr,Valid
6111,Addis Ababa Central,PM2.5 - Principal,2018-10-09 13:00:00,2018,10,9,13,18.4,64,Moderate,16.0,UG/M3,1 Hr,Valid
6112,Addis Ababa Central,PM2.5 - Principal,2018-10-09 14:00:00,2018,10,9,14,17.7,63,Moderate,17.0,UG/M3,1 Hr,Valid
6113,Addis Ababa Central,PM2.5 - Principal,2018-10-09 15:00:00,2018,10,9,15,15.8,59,Moderate,14.0,UG/M3,1 Hr,Valid
6114,Addis Ababa Central,PM2.5 - Principal,2018-10-09 16:00:00,2018,10,9,16,16.9,61,Moderate,18.0,UG/M3,1 Hr,Valid
6115,Addis Ababa Central,PM2.5 - Principal,2018-10-09 17:00:00,2018,10,9,17,17.9,63,Moderate,19.0,UG/M3,1 Hr,Valid
6116,Addis Ababa Central,PM2.5 - Principal,2018-10-09 18:00:00,2018,10,9,18,18.9,65,Moderate,20.0,UG/M3,1 Hr,Valid
6117,Addis Ababa Central,PM2.5 - Principal,2018-10-09 19:00:00,2018,10,9,19,19.9,67,Moderate,21.0,UG/M3,1 Hr,Valid
6118,Addis Ababa Central,PM2.5 - Principal,2018-10-09 20:00:00,2018,10,9,20,26.9,82,Moderate,34.0,UG/M3,1 Hr,Valid
6119,Addis Ababa Central,PM2.5 - Principal,2018-10-09 21:00:00,2018,10,9,21,27.9,84,Moderate,29.0,UG/M3,1 Hr,Valid
6120,Addis Ababa Central,PM2.5 - Principal,2018-10-09 22:00:00,2018,10,9,22,37.4,106,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
6121,Addis Ababa Central,PM2.5 - Principal,2018-10-09 23:00:00,2018,10,9,23,27.2,83,Moderate,17.0,UG/M3,1 Hr,Valid
6122,Addis Ababa Central,PM2.5 - Principal,2018-10-10 00:00:00,2018,10,10,0,20.6,69,Moderate,14.0,UG/M3,1 Hr,Valid
6123,Addis Ababa Central,PM2.5 - Principal,2018-10-10 01:00:00,2018,10,10,1,17.8,63,Moderate,15.0,UG/M3,1 Hr,Valid
6124,Addis Ababa Central,PM2.5 - Principal,2018-10-10 02:00:00,2018,10,10,2,16.4,60,Moderate,15.0,UG/M3,1 Hr,Valid
6125,Addis Ababa Central,PM2.5 - Principal,2018-10-10 03:00:00,2018,10,10,3,15.7,59,Moderate,15.0,UG/M3,1 Hr,Valid
6126,Addis Ababa Central,PM2.5 - Principal,2018-10-10 04:00:00,2018,10,10,4,18.3,64,Moderate,21.0,UG/M3,1 Hr,Valid
6127,Addis Ababa Central,PM2.5 - Principal,2018-10-10 05:00:00,2018,10,10,5,19.1,66,Moderate,20.0,UG/M3,1 Hr,Valid
6128,Addis Ababa Central,PM2.5 - Principal,2018-10-10 06:00:00,2018,10,10,6,19.0,66,Moderate,19.0,UG/M3,1 Hr,Valid
6129,Addis Ababa Central,PM2.5 - Principal,2018-10-10 07:00:00,2018,10,10,7,23.0,74,Moderate,27.0,UG/M3,1 Hr,Valid
6130,Addis Ababa Central,PM2.5 - Principal,2018-10-10 08:00:00,2018,10,10,8,35.5,101,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
6131,Addis Ababa Central,PM2.5 - Principal,2018-10-10 09:00:00,2018,10,10,9,36.2,103,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
6132,Addis Ababa Central,PM2.5 - Principal,2018-10-10 10:00:00,2018,10,10,10,24.6,77,Moderate,13.0,UG/M3,1 Hr,Valid
6133,Addis Ababa Central,PM2.5 - Principal,2018-10-10 11:00:00,2018,10,10,11,20.8,69,Moderate,17.0,UG/M3,1 Hr,Valid
6134,Addis Ababa Central,PM2.5 - Principal,2018-10-10 12:00:00,2018,10,10,12,16.4,60,Moderate,12.0,UG/M3,1 Hr,Valid
6135,Addis Ababa Central,PM2.5 - Principal,2018-10-10 13:00:00,2018,10,10,13,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
6136,Addis Ababa Central,PM2.5 - Principal,2018-10-10 14:00:00,2018,10,10,14,14.8,57,Moderate,13.0,UG/M3,1 Hr,Valid
6137,Addis Ababa Central,PM2.5 - Principal,2018-10-10 15:00:00,2018,10,10,15,13.9,55,Moderate,13.0,UG/M3,1 Hr,Valid
6138,Addis Ababa Central,PM2.5 - Principal,2018-10-10 16:00:00,2018,10,10,16,12.9,53,Moderate,12.0,UG/M3,1 Hr,Valid
6139,Addis Ababa Central,PM2.5 - Principal,2018-10-10 17:00:00,2018,10,10,17,11.4,48,Good,10.0,UG/M3,1 Hr,Valid
6140,Addis Ababa Central,PM2.5 - Principal,2018-10-10 18:00:00,2018,10,10,18,10.2,43,Good,9.0,UG/M3,1 Hr,Valid
6141,Addis Ababa Central,PM2.5 - Principal,2018-10-10 19:00:00,2018,10,10,19,12.6,52,Moderate,15.0,UG/M3,1 Hr,Valid
6142,Addis Ababa Central,PM2.5 - Principal,2018-10-10 20:00:00,2018,10,10,20,22.8,74,Moderate,33.0,UG/M3,1 Hr,Valid
6143,Addis Ababa Central,PM2.5 - Principal,2018-10-10 21:00:00,2018,10,10,21,32.9,95,Moderate,43.0,UG/M3,1 Hr,Valid
6144,Addis Ababa Central,PM2.5 - Principal,2018-10-10 22:00:00,2018,10,10,22,25.9,80,Moderate,19.0,UG/M3,1 Hr,Valid
6145,Addis Ababa Central,PM2.5 - Principal,2018-10-10 23:00:00,2018,10,10,23,18.4,64,Moderate,11.0,UG/M3,1 Hr,Valid
6146,Addis Ababa Central,PM2.5 - Principal,2018-10-11 00:00:00,2018,10,11,0,13.2,53,Moderate,8.0,UG/M3,1 Hr,Valid
6147,Addis Ababa Central,PM2.5 - Principal,2018-10-11 01:00:00,2018,10,11,1,9.1,38,Good,5.0,UG/M3,1 Hr,Valid
6148,Addis Ababa Central,PM2.5 - Principal,2018-10-11 02:00:00,2018,10,11,2,7.0,29,Good,5.0,UG/M3,1 Hr,Valid
6149,Addis Ababa Central,PM2.5 - Principal,2018-10-11 03:00:00,2018,10,11,3,12.0,50,Good,17.0,UG/M3,1 Hr,Valid
6150,Addis Ababa Central,PM2.5 - Principal,2018-10-11 04:00:00,2018,10,11,4,10.0,42,Good,8.0,UG/M3,1 Hr,Valid
6151,Addis Ababa Central,PM2.5 - Principal,2018-10-11 05:00:00,2018,10,11,5,11.5,48,Good,13.0,UG/M3,1 Hr,Valid
6152,Addis Ababa Central,PM2.5 - Principal,2018-10-11 06:00:00,2018,10,11,6,10.2,43,Good,9.0,UG/M3,1 Hr,Valid
6153,Addis Ababa Central,PM2.5 - Principal,2018-10-11 07:00:00,2018,10,11,7,22.1,72,Moderate,34.0,UG/M3,1 Hr,Valid
6154,Addis Ababa Central,PM2.5 - Principal,2018-10-11 08:00:00,2018,10,11,8,46.5,128,Unhealthy for Sensitive Groups,71.0,UG/M3,1 Hr,Valid
6155,Addis Ababa Central,PM2.5 - Principal,2018-10-11 09:00:00,2018,10,11,9,34.7,99,Moderate,23.0,UG/M3,1 Hr,Valid
6156,Addis Ababa Central,PM2.5 - Principal,2018-10-11 10:00:00,2018,10,11,10,20.8,69,Moderate,7.0,UG/M3,1 Hr,Valid
6157,Addis Ababa Central,PM2.5 - Principal,2018-10-11 11:00:00,2018,10,11,11,15.9,59,Moderate,11.0,UG/M3,1 Hr,Valid
6158,Addis Ababa Central,PM2.5 - Principal,2018-10-11 12:00:00,2018,10,11,12,11.9,50,Good,8.0,UG/M3,1 Hr,Valid
6159,Addis Ababa Central,PM2.5 - Principal,2018-10-11 13:00:00,2018,10,11,13,9.4,39,Good,7.0,UG/M3,1 Hr,Valid
6160,Addis Ababa Central,PM2.5 - Principal,2018-10-11 14:00:00,2018,10,11,14,7.7,32,Good,6.0,UG/M3,1 Hr,Valid
6161,Addis Ababa Central,PM2.5 - Principal,2018-10-11 15:00:00,2018,10,11,15,9.3,39,Good,11.0,UG/M3,1 Hr,Valid
6162,Addis Ababa Central,PM2.5 - Principal,2018-10-11 16:00:00,2018,10,11,16,9.6,40,Good,10.0,UG/M3,1 Hr,Valid
6163,Addis Ababa Central,PM2.5 - Principal,2018-10-11 17:00:00,2018,10,11,17,8.8,37,Good,8.0,UG/M3,1 Hr,Valid
6164,Addis Ababa Central,PM2.5 - Principal,2018-10-11 18:00:00,2018,10,11,18,9.9,41,Good,11.0,UG/M3,1 Hr,Valid
6165,Addis Ababa Central,PM2.5 - Principal,2018-10-11 19:00:00,2018,10,11,19,12.9,53,Moderate,16.0,UG/M3,1 Hr,Valid
6166,Addis Ababa Central,PM2.5 - Principal,2018-10-11 20:00:00,2018,10,11,20,17.9,63,Moderate,23.0,UG/M3,1 Hr,Valid
6167,Addis Ababa Central,PM2.5 - Principal,2018-10-11 21:00:00,2018,10,11,21,25.4,79,Moderate,33.0,UG/M3,1 Hr,Valid
6168,Addis Ababa Central,PM2.5 - Principal,2018-10-11 22:00:00,2018,10,11,22,21.2,70,Moderate,17.0,UG/M3,1 Hr,Valid
6169,Addis Ababa Central,PM2.5 - Principal,2018-10-11 23:00:00,2018,10,11,23,14.1,55,Moderate,7.0,UG/M3,1 Hr,Valid
6170,Addis Ababa Central,PM2.5 - Principal,2018-10-12 00:00:00,2018,10,12,0,10.5,44,Good,7.0,UG/M3,1 Hr,Valid
6171,Addis Ababa Central,PM2.5 - Principal,2018-10-12 01:00:00,2018,10,12,1,7.7,32,Good,5.0,UG/M3,1 Hr,Valid
